event_id,event_type,mode,audience,level,duration_total_min,phase_order,phase_label,phase_format,is_mandatory_phase,phase_duration_min,satisfaction_phase_score,recommendation_target
253,depistage,presentiel,mixte,intermediaire,239,6,cloture,speech,1,37,4.01,keep
254,formation,presentiel,mixte,intermediaire,267,1,ouverture,speech,1,45,4.83,add_after
254,formation,presentiel,mixte,intermediaire,267,2,introduction,speech,1,45,4.29,keep
254,formation,presentiel,mixte,intermediaire,267,3,pause,pause,1,31,4.25,keep
254,formation,presentiel,mixte,intermediaire,267,4,etude_de_cas,atelier,0,49,4.78,keep
254,formation,presentiel,mixte,intermediaire,267,5,module_pratique,pratique,1,54,3.67,add_after
254,formation,presentiel,mixte,intermediaire,267,6,cloture,speech,1,40,3.83,add_after
255,depistage,en_ligne,mixte,avance,99,1,ouverture,speech,1,17,3.13,keep
255,depistage,en_ligne,mixte,avance,99,2,briefing,speech,1,17,4.68,keep
255,depistage,en_ligne,mixte,avance,99,3,orientation,qna,1,17,3.75,keep
255,depistage,en_ligne,mixte,avance,99,4,pause,pause,1,10,3.33,keep
255,depistage,en_ligne,mixte,avance,99,5,flux_depistage,pratique,1,20,4.21,keep
255,depistage,en_ligne,mixte,avance,99,6,cloture,speech,1,15,3.23,add_after
256,conference,hybride,professionnels,avance,299,1,ouverture,speech,1,50,3.43,keep
256,conference,hybride,professionnels,avance,299,2,keynote,speech,1,60,3.22,add_after
256,conference,hybride,professionnels,avance,299,3,pause,pause,1,35,4.56,keep
256,conference,hybride,professionnels,avance,299,4,intervention_invite,speech,0,55,4.83,keep
256,conference,hybride,professionnels,avance,299,5,panel,panel,0,50,3.05,keep
256,conference,hybride,professionnels,avance,299,6,cloture,speech,1,45,3.97,keep
257,atelier,en_ligne,professionnels,avance,203,1,ouverture,speech,1,41,4.45,keep
257,atelier,en_ligne,professionnels,avance,203,2,atelier_principal,pratique,1,53,4.43,keep
257,atelier,en_ligne,professionnels,avance,203,3,restitution,speech,1,41,3.01,swap
257,atelier,en_ligne,professionnels,avance,203,4,pause,pause,1,29,4.37,keep
257,atelier,en_ligne,professionnels,avance,203,5,cloture,speech,1,37,4.19,keep
258,sensibilisation,presentiel,etudiants,avance,95,1,ouverture,speech,1,17,3.4,keep
258,sensibilisation,presentiel,etudiants,avance,95,2,temoignage,speech,0,17,4.06,add_after
258,sensibilisation,presentiel,etudiants,avance,95,3,presentation,speech,1,17,4.34,keep
258,sensibilisation,presentiel,etudiants,avance,95,4,stand_info,activite,0,15,3.31,keep
258,sensibilisation,presentiel,etudiants,avance,95,5,pause,pause,1,12,4.92,keep
258,sensibilisation,presentiel,etudiants,avance,95,6,cloture,speech,1,15,4.12,keep
259,depistage,en_ligne,mixte,intermediaire,212,1,ouverture,speech,1,37,4.23,keep
259,depistage,en_ligne,mixte,intermediaire,212,2,orientation,qna,1,37,3.89,keep
259,depistage,en_ligne,mixte,intermediaire,212,3,pause,pause,1,22,3.94,keep
259,depistage,en_ligne,mixte,intermediaire,212,4,briefing,speech,1,37,4.35,keep
259,depistage,en_ligne,mixte,intermediaire,212,5,flux_depistage,pratique,1,44,3.11,keep
259,depistage,en_ligne,mixte,intermediaire,212,6,cloture,speech,1,33,3.36,keep
260,depistage,hybride,mixte,avance,215,1,ouverture,speech,1,37,4.14,keep
260,depistage,hybride,mixte,avance,215,2,orientation,qna,1,37,4.6,keep
260,depistage,hybride,mixte,avance,215,3,briefing,speech,1,37,3.19,keep
260,depistage,hybride,mixte,avance,215,4,pause,pause,1,22,4.29,keep
260,depistage,hybride,mixte,avance,215,5,flux_depistage,pratique,1,45,4.53,keep
260,depistage,hybride,mixte,avance,215,6,cloture,speech,1,33,4.89,keep
261,depistage,en_ligne,professionnels,intermediaire,162,1,ouverture,speech,1,34,3.95,keep
261,depistage,en_ligne,professionnels,intermediaire,162,2,pause,pause,1,20,3.92,keep
261,depistage,en_ligne,professionnels,intermediaire,162,3,briefing,speech,1,34,3.34,add_after
261,depistage,en_ligne,professionnels,intermediaire,162,4,flux_depistage,pratique,1,41,4.21,keep
261,depistage,en_ligne,professionnels,intermediaire,162,5,cloture,speech,1,31,3.21,add_after
262,formation,en_ligne,mixte,avance,158,1,ouverture,speech,1,32,4.95,keep
262,formation,en_ligne,mixte,avance,158,2,module_pratique,pratique,1,39,3.68,keep
262,formation,en_ligne,mixte,avance,158,3,pause,pause,1,23,4.63,keep
262,formation,en_ligne,mixte,avance,158,4,introduction,speech,1,32,4.18,add_after
262,formation,en_ligne,mixte,avance,158,5,cloture,speech,1,29,3.87,add_after
263,depistage,hybride,etudiants,intro,256,1,ouverture,speech,1,44,4.11,add_after
263,depistage,hybride,etudiants,intro,256,2,orientation,qna,1,44,3.35,remove
263,depistage,hybride,etudiants,intro,256,3,flux_depistage,pratique,1,53,3.14,keep
263,depistage,hybride,etudiants,intro,256,4,pause,pause,1,26,4.63,keep
263,depistage,hybride,etudiants,intro,256,5,briefing,speech,1,44,4.54,keep
263,depistage,hybride,etudiants,intro,256,6,cloture,speech,1,40,3.99,keep
264,formation,presentiel,etudiants,avance,411,1,ouverture,speech,1,69,4.23,keep
264,formation,presentiel,etudiants,avance,411,2,introduction,speech,1,69,3.41,swap
264,formation,presentiel,etudiants,avance,411,3,pause,pause,1,48,3.6,keep
264,formation,presentiel,etudiants,avance,411,4,etude_de_cas,atelier,0,76,4.59,keep
264,formation,presentiel,etudiants,avance,411,5,module_pratique,pratique,1,83,4.36,keep
264,formation,presentiel,etudiants,avance,411,6,cloture,speech,1,62,4.84,swap
265,conference,presentiel,mixte,intro,283,1,ouverture,speech,1,60,4.41,add_after
265,conference,presentiel,mixte,intro,283,2,pause,pause,1,42,3.72,keep
265,conference,presentiel,mixte,intro,283,3,intervention_invite,speech,0,66,4.72,swap
265,conference,presentiel,mixte,intro,283,4,panel,panel,0,60,3.47,keep
265,conference,presentiel,mixte,intro,283,5,cloture,speech,1,54,3.79,keep
266,sensibilisation,en_ligne,professionnels,intermediaire,107,1,ouverture,speech,1,19,4.68,keep
266,sensibilisation,en_ligne,professionnels,intermediaire,107,2,pause,pause,1,13,4.99,keep
266,sensibilisation,en_ligne,professionnels,intermediaire,107,3,stand_info,activite,0,17,4.34,keep
266,sensibilisation,en_ligne,professionnels,intermediaire,107,4,presentation,speech,1,19,3.14,keep
266,sensibilisation,en_ligne,professionnels,intermediaire,107,5,temoignage,speech,0,19,4.44,keep
266,sensibilisation,en_ligne,professionnels,intermediaire,107,6,cloture,speech,1,17,3.87,remove
267,formation,presentiel,mixte,intermediaire,400,1,ouverture,speech,1,67,3.77,keep
267,formation,presentiel,mixte,intermediaire,400,2,introduction,speech,1,67,3.85,keep
267,formation,presentiel,mixte,intermediaire,400,3,pause,pause,1,47,4.0,keep
267,formation,presentiel,mixte,intermediaire,400,4,etude_de_cas,atelier,0,74,4.46,keep
267,formation,presentiel,mixte,intermediaire,400,5,module_pratique,pratique,1,81,3.54,swap
267,formation,presentiel,mixte,intermediaire,400,6,cloture,speech,1,61,4.15,keep
268,formation,hybride,professionnels,avance,287,1,ouverture,speech,1,48,4.03,keep
268,formation,hybride,professionnels,avance,287,2,pause,pause,1,34,4.22,keep
268,formation,hybride,professionnels,avance,287,3,module_pratique,pratique,1,58,3.49,keep
268,formation,hybride,professionnels,avance,287,4,etude_de_cas,atelier,0,53,4.26,keep
268,formation,hybride,professionnels,avance,287,5,introduction,speech,1,48,4.33,keep
268,formation,hybride,professionnels,avance,287,6,cloture,speech,1,43,4.37,keep
269,depistage,en_ligne,mixte,intro,192,1,ouverture,speech,1,33,3.84,remove
269,depistage,en_ligne,mixte,intro,192,2,briefing,speech,1,33,4.6,keep
269,depistage,en_ligne,mixte,intro,192,3,flux_depistage,pratique,1,40,3.07,swap
269,depistage,en_ligne,mixte,intro,192,4,pause,pause,1,20,4.5,keep
269,depistage,en_ligne,mixte,intro,192,5,orientation,qna,1,33,4.45,keep
269,depistage,en_ligne,mixte,intro,192,6,cloture,speech,1,30,3.12,keep
270,atelier,hybride,etudiants,avance,292,1,ouverture,speech,1,50,3.5,keep
270,atelier,hybride,etudiants,avance,292,2,atelier_principal,pratique,1,65,3.55,keep
270,atelier,hybride,etudiants,avance,292,3,pause,pause,1,35,4.48,keep
270,atelier,hybride,etudiants,avance,292,4,restitution,speech,1,50,4.21,swap
270,atelier,hybride,etudiants,avance,292,5,icebreaker,activite,0,45,4.48,keep
270,atelier,hybride,etudiants,avance,292,6,cloture,speech,1,45,3.74,keep
271,atelier,en_ligne,etudiants,avance,102,1,ouverture,speech,1,17,3.48,keep
271,atelier,en_ligne,etudiants,avance,102,2,icebreaker,activite,0,15,4.28,keep
271,atelier,en_ligne,etudiants,avance,102,3,pause,pause,1,12,4.47,keep
271,atelier,en_ligne,etudiants,avance,102,4,restitution,speech,1,17,3.69,keep
271,atelier,en_ligne,etudiants,avance,102,5,atelier_principal,pratique,1,22,4.51,keep
271,atelier,en_ligne,etudiants,avance,102,6,cloture,speech,1,15,3.34,keep
272,conference,en_ligne,mixte,avance,283,1,ouverture,speech,1,54,3.58,add_after
272,conference,en_ligne,mixte,avance,283,2,intervention_invite,speech,0,59,3.76,keep
272,conference,en_ligne,mixte,avance,283,3,panel,panel,0,54,4.06,keep
272,conference,en_ligne,mixte,avance,283,4,keynote,speech,1,65,4.91,keep
272,conference,en_ligne,mixte,avance,283,5,cloture,speech,1,48,4.06,keep
273,sensibilisation,hybride,mixte,intermediaire,120,1,ouverture,speech,1,26,4.04,keep
273,sensibilisation,hybride,mixte,intermediaire,120,2,pause,pause,1,18,4.99,keep
273,sensibilisation,hybride,mixte,intermediaire,120,3,presentation,speech,1,26,3.63,keep
273,sensibilisation,hybride,mixte,intermediaire,120,4,temoignage,speech,0,26,3.02,keep
273,sensibilisation,hybride,mixte,intermediaire,120,5,cloture,speech,1,23,3.82,keep
274,sensibilisation,en_ligne,etudiants,avance,90,1,ouverture,speech,1,20,4.42,keep
274,sensibilisation,en_ligne,etudiants,avance,90,2,temoignage,speech,0,20,4.71,keep
274,sensibilisation,en_ligne,etudiants,avance,90,3,pause,pause,1,14,4.31,keep
274,sensibilisation,en_ligne,etudiants,avance,90,4,stand_info,activite,0,18,4.8,keep
274,sensibilisation,en_ligne,etudiants,avance,90,5,cloture,speech,1,18,4.93,swap
275,atelier,en_ligne,professionnels,intermediaire,111,1,ouverture,speech,1,19,3.32,keep
275,atelier,en_ligne,professionnels,intermediaire,111,2,icebreaker,activite,0,17,4.55,keep
275,atelier,en_ligne,professionnels,intermediaire,111,3,atelier_principal,pratique,1,24,3.67,keep
275,atelier,en_ligne,professionnels,intermediaire,111,4,pause,pause,1,13,4.91,keep
275,atelier,en_ligne,professionnels,intermediaire,111,5,restitution,speech,1,19,3.53,keep
275,atelier,en_ligne,professionnels,intermediaire,111,6,cloture,speech,1,17,3.98,swap
276,depistage,en_ligne,etudiants,avance,184,1,ouverture,speech,1,32,4.43,keep
276,depistage,en_ligne,etudiants,avance,184,2,orientation,qna,1,32,3.15,keep
276,depistage,en_ligne,etudiants,avance,184,3,briefing,speech,1,32,3.5,keep
276,depistage,en_ligne,etudiants,avance,184,4,pause,pause,1,19,4.79,keep
276,depistage,en_ligne,etudiants,avance,184,5,flux_depistage,pratique,1,38,3.3,keep
276,depistage,en_ligne,etudiants,avance,184,6,cloture,speech,1,29,4.87,keep
277,conference,presentiel,mixte,intermediaire,327,1,ouverture,speech,1,55,4.69,add_after
277,conference,presentiel,mixte,intermediaire,327,2,keynote,speech,1,66,4.57,keep
277,conference,presentiel,mixte,intermediaire,327,3,pause,pause,1,38,3.01,keep
277,conference,presentiel,mixte,intermediaire,327,4,panel,panel,0,55,4.91,add_after
277,conference,presentiel,mixte,intermediaire,327,5,intervention_invite,speech,0,60,3.96,keep
277,conference,presentiel,mixte,intermediaire,327,6,cloture,speech,1,49,4.87,keep
278,conference,en_ligne,etudiants,avance,218,1,ouverture,speech,1,46,3.35,keep
278,conference,en_ligne,etudiants,avance,218,2,intervention_invite,speech,0,51,3.77,keep
278,conference,en_ligne,etudiants,avance,218,3,pause,pause,1,32,4.39,keep
278,conference,en_ligne,etudiants,avance,218,4,panel,panel,0,46,4.79,keep
278,conference,en_ligne,etudiants,avance,218,5,cloture,speech,1,41,4.26,keep
279,formation,hybride,professionnels,avance,239,1,ouverture,speech,1,50,4.59,keep
279,formation,hybride,professionnels,avance,239,2,introduction,speech,1,50,4.0,remove
279,formation,hybride,professionnels,avance,239,3,pause,pause,1,35,4.62,keep
279,formation,hybride,professionnels,avance,239,4,etude_de_cas,atelier,0,55,4.93,keep
279,formation,hybride,professionnels,avance,239,5,cloture,speech,1,45,3.03,keep
280,conference,hybride,etudiants,intermediaire,364,1,ouverture,speech,1,74,3.07,keep
280,conference,hybride,etudiants,intermediaire,364,2,intervention_invite,speech,0,81,4.31,keep
280,conference,hybride,etudiants,intermediaire,364,3,keynote,speech,1,89,4.84,keep
280,conference,hybride,etudiants,intermediaire,364,4,pause,pause,1,52,4.4,keep
280,conference,hybride,etudiants,intermediaire,364,5,cloture,speech,1,66,3.26,keep
281,formation,en_ligne,etudiants,intermediaire,268,1,ouverture,speech,1,54,4.61,keep
281,formation,en_ligne,etudiants,intermediaire,268,2,pause,pause,1,38,4.62,keep
281,formation,en_ligne,etudiants,intermediaire,268,3,etude_de_cas,atelier,0,60,4.96,keep
281,formation,en_ligne,etudiants,intermediaire,268,4,module_pratique,pratique,1,65,3.65,remove
281,formation,en_ligne,etudiants,intermediaire,268,5,cloture,speech,1,49,4.15,keep
282,atelier,presentiel,mixte,intro,136,1,ouverture,speech,1,28,3.88,swap
282,atelier,presentiel,mixte,intro,136,2,pause,pause,1,19,3.08,keep
282,atelier,presentiel,mixte,intro,136,3,atelier_principal,pratique,1,36,3.2,swap
282,atelier,presentiel,mixte,intro,136,4,icebreaker,activite,0,25,4.22,add_after
282,atelier,presentiel,mixte,intro,136,5,cloture,speech,1,25,3.03,keep
283,formation,presentiel,etudiants,intro,360,1,ouverture,speech,1,75,3.29,keep
283,formation,presentiel,etudiants,intro,360,2,module_pratique,pratique,1,90,3.9,keep
283,formation,presentiel,etudiants,intro,360,3,introduction,speech,1,75,3.35,keep
283,formation,presentiel,etudiants,intro,360,4,pause,pause,1,52,4.19,keep
283,formation,presentiel,etudiants,intro,360,5,cloture,speech,1,67,4.43,keep
284,formation,hybride,professionnels,intermediaire,301,1,ouverture,speech,1,51,4.73,remove
284,formation,hybride,professionnels,intermediaire,301,2,module_pratique,pratique,1,61,4.02,keep
284,formation,hybride,professionnels,intermediaire,301,3,etude_de_cas,atelier,0,56,4.25,keep
284,formation,hybride,professionnels,intermediaire,301,4,pause,pause,1,35,3.11,keep
284,formation,hybride,professionnels,intermediaire,301,5,introduction,speech,1,51,3.23,keep
284,formation,hybride,professionnels,intermediaire,301,6,cloture,speech,1,45,4.69,swap
285,sensibilisation,presentiel,etudiants,avance,183,1,ouverture,speech,1,33,4.23,swap
285,sensibilisation,presentiel,etudiants,avance,183,2,presentation,speech,1,33,3.91,keep
285,sensibilisation,presentiel,etudiants,avance,183,3,pause,pause,1,23,3.1,keep
285,sensibilisation,presentiel,etudiants,avance,183,4,stand_info,activite,0,29,4.07,keep
285,sensibilisation,presentiel,etudiants,avance,183,5,temoignage,speech,0,33,3.06,keep
285,sensibilisation,presentiel,etudiants,avance,183,6,cloture,speech,1,29,3.14,keep
286,sensibilisation,hybride,mixte,intermediaire,181,1,ouverture,speech,1,40,3.47,keep
286,sensibilisation,hybride,mixte,intermediaire,181,2,pause,pause,1,28,3.4,keep
286,sensibilisation,hybride,mixte,intermediaire,181,3,stand_info,activite,0,36,4.78,keep
286,sensibilisation,hybride,mixte,intermediaire,181,4,temoignage,speech,0,40,4.17,keep
286,sensibilisation,hybride,mixte,intermediaire,181,5,cloture,speech,1,36,3.87,keep
287,depistage,en_ligne,etudiants,intermediaire,224,1,ouverture,speech,1,39,3.25,keep
287,depistage,en_ligne,etudiants,intermediaire,224,2,orientation,qna,1,39,3.12,keep
287,depistage,en_ligne,etudiants,intermediaire,224,3,briefing,speech,1,39,4.7,keep
287,depistage,en_ligne,etudiants,intermediaire,224,4,flux_depistage,pratique,1,47,3.34,keep
287,depistage,en_ligne,etudiants,intermediaire,224,5,pause,pause,1,23,4.77,keep
287,depistage,en_ligne,etudiants,intermediaire,224,6,cloture,speech,1,35,4.21,add_after
288,depistage,presentiel,mixte,avance,253,1,ouverture,speech,1,44,3.56,add_after
288,depistage,presentiel,mixte,avance,253,2,pause,pause,1,26,4.47,keep
288,depistage,presentiel,mixte,avance,253,3,flux_depistage,pratique,1,53,3.49,keep
288,depistage,presentiel,mixte,avance,253,4,briefing,speech,1,44,4.16,swap
288,depistage,presentiel,mixte,avance,253,5,orientation,qna,1,44,4.18,keep
288,depistage,presentiel,mixte,avance,253,6,cloture,speech,1,39,4.15,keep
289,formation,presentiel,professionnels,avance,376,1,ouverture,speech,1,63,3.99,keep
289,formation,presentiel,professionnels,avance,376,2,pause,pause,1,44,4.51,keep
289,formation,presentiel,professionnels,avance,376,3,introduction,speech,1,63,4.39,keep
289,formation,presentiel,professionnels,avance,376,4,module_pratique,pratique,1,76,3.44,keep
289,formation,presentiel,professionnels,avance,376,5,etude_de_cas,atelier,0,70,3.72,keep
289,formation,presentiel,professionnels,avance,376,6,cloture,speech,1,57,3.48,remove
290,formation,en_ligne,mixte,intermediaire,176,1,ouverture,speech,1,35,4.75,keep
290,formation,en_ligne,mixte,intermediaire,176,2,etude_de_cas,atelier,0,39,4.58,keep
290,formation,en_ligne,mixte,intermediaire,176,3,pause,pause,1,25,3.93,keep
290,formation,en_ligne,mixte,intermediaire,176,4,module_pratique,pratique,1,43,4.27,swap
290,formation,en_ligne,mixte,intermediaire,176,5,cloture,speech,1,32,3.14,swap
291,conference,hybride,etudiants,intermediaire,375,1,ouverture,speech,1,63,4.47,keep
291,conference,hybride,etudiants,intermediaire,375,2,intervention_invite,speech,0,69,4.89,keep
291,conference,hybride,etudiants,intermediaire,375,3,keynote,speech,1,76,4.78,keep
291,conference,hybride,etudiants,intermediaire,375,4,pause,pause,1,44,3.73,keep
291,conference,hybride,etudiants,intermediaire,375,5,panel,panel,0,63,4.24,keep
291,conference,hybride,etudiants,intermediaire,375,6,cloture,speech,1,57,3.35,keep
292,formation,hybride,mixte,intro,225,1,ouverture,speech,1,46,3.64,swap
292,formation,hybride,mixte,intro,225,2,module_pratique,pratique,1,56,4.01,keep
292,formation,hybride,mixte,intro,225,3,introduction,speech,1,46,3.11,keep
292,formation,hybride,mixte,intro,225,4,pause,pause,1,32,3.9,keep
292,formation,hybride,mixte,intro,225,5,cloture,speech,1,42,4.0,add_after
293,sensibilisation,hybride,mixte,avance,215,1,ouverture,speech,1,44,4.78,keep
293,sensibilisation,hybride,mixte,avance,215,2,temoignage,speech,0,44,3.16,swap
293,sensibilisation,hybride,mixte,avance,215,3,presentation,speech,1,44,3.58,remove
293,sensibilisation,hybride,mixte,avance,215,4,stand_info,activite,0,40,3.22,keep
293,sensibilisation,hybride,mixte,avance,215,5,cloture,speech,1,40,4.39,keep
294,atelier,hybride,mixte,intro,237,1,ouverture,speech,1,40,4.48,keep
294,atelier,hybride,mixte,intro,237,2,icebreaker,activite,0,36,3.38,keep
294,atelier,hybride,mixte,intro,237,3,pause,pause,1,28,4.6,keep
294,atelier,hybride,mixte,intro,237,4,atelier_principal,pratique,1,53,4.67,keep
294,atelier,hybride,mixte,intro,237,5,restitution,speech,1,40,3.67,keep
294,atelier,hybride,mixte,intro,237,6,cloture,speech,1,36,4.31,add_after
295,sensibilisation,hybride,mixte,avance,217,1,ouverture,speech,1,39,3.45,keep
295,sensibilisation,hybride,mixte,avance,217,2,pause,pause,1,27,3.58,keep
295,sensibilisation,hybride,mixte,avance,217,3,presentation,speech,1,39,4.69,keep
295,sensibilisation,hybride,mixte,avance,217,4,stand_info,activite,0,35,3.57,remove
295,sensibilisation,hybride,mixte,avance,217,5,temoignage,speech,0,39,4.24,keep
295,sensibilisation,hybride,mixte,avance,217,6,cloture,speech,1,35,4.07,keep
296,atelier,hybride,mixte,avance,166,1,ouverture,speech,1,28,3.52,keep
296,atelier,hybride,mixte,avance,166,2,pause,pause,1,20,4.12,keep
296,atelier,hybride,mixte,avance,166,3,restitution,speech,1,28,3.07,keep
296,atelier,hybride,mixte,avance,166,4,atelier_principal,pratique,1,37,3.69,keep
296,atelier,hybride,mixte,avance,166,5,icebreaker,activite,0,25,4.08,keep
296,atelier,hybride,mixte,avance,166,6,cloture,speech,1,25,3.6,swap
297,sensibilisation,en_ligne,etudiants,intermediaire,90,1,ouverture,speech,1,16,4.79,remove
297,sensibilisation,en_ligne,etudiants,intermediaire,90,2,presentation,speech,1,16,4.51,remove
297,sensibilisation,en_ligne,etudiants,intermediaire,90,3,temoignage,speech,0,16,4.33,add_after
297,sensibilisation,en_ligne,etudiants,intermediaire,90,4,stand_info,activite,0,14,4.46,swap
297,sensibilisation,en_ligne,etudiants,intermediaire,90,5,pause,pause,1,11,3.68,keep
297,sensibilisation,en_ligne,etudiants,intermediaire,90,6,cloture,speech,1,14,3.22,keep
298,formation,presentiel,mixte,avance,209,1,ouverture,speech,1,44,3.65,keep
298,formation,presentiel,mixte,avance,209,2,introduction,speech,1,44,3.39,keep
298,formation,presentiel,mixte,avance,209,3,pause,pause,1,31,4.56,keep
298,formation,presentiel,mixte,avance,209,4,etude_de_cas,atelier,0,48,4.53,keep
298,formation,presentiel,mixte,avance,209,5,cloture,speech,1,40,3.39,keep
299,sensibilisation,hybride,mixte,intro,225,1,ouverture,speech,1,40,3.3,swap
299,sensibilisation,hybride,mixte,intro,225,2,stand_info,activite,0,36,3.74,keep
299,sensibilisation,hybride,mixte,intro,225,3,temoignage,speech,0,40,3.57,keep
299,sensibilisation,hybride,mixte,intro,225,4,pause,pause,1,28,4.96,keep
299,sensibilisation,hybride,mixte,intro,225,5,presentation,speech,1,40,4.75,keep
299,sensibilisation,hybride,mixte,intro,225,6,cloture,speech,1,36,4.46,keep
300,sensibilisation,en_ligne,professionnels,intro,100,1,ouverture,speech,1,18,3.95,swap
300,sensibilisation,en_ligne,professionnels,intro,100,2,temoignage,speech,0,18,4.97,keep
300,sensibilisation,en_ligne,professionnels,intro,100,3,pause,pause,1,12,4.92,keep
300,sensibilisation,en_ligne,professionnels,intro,100,4,stand_info,activite,0,16,4.51,keep
300,sensibilisation,en_ligne,professionnels,intro,100,5,presentation,speech,1,18,3.82,swap
300,sensibilisation,en_ligne,professionnels,intro,100,6,cloture,speech,1,16,3.83,keep
301,depistage,presentiel,etudiants,intro,245,1,ouverture,speech,1,42,4.12,keep
301,depistage,presentiel,etudiants,intro,245,2,orientation,qna,1,42,3.05,keep
301,depistage,presentiel,etudiants,intro,245,3,pause,pause,1,25,3.53,keep
301,depistage,presentiel,etudiants,intro,245,4,flux_depistage,pratique,1,51,4.91,add_after
301,depistage,presentiel,etudiants,intro,245,5,briefing,speech,1,42,3.95,keep
301,depistage,presentiel,etudiants,intro,245,6,cloture,speech,1,38,4.79,keep
302,sensibilisation,hybride,mixte,intro,226,1,ouverture,speech,1,41,4.74,keep
302,sensibilisation,hybride,mixte,intro,226,2,presentation,speech,1,41,3.95,keep
302,sensibilisation,hybride,mixte,intro,226,3,temoignage,speech,0,41,3.24,keep
302,sensibilisation,hybride,mixte,intro,226,4,stand_info,activite,0,36,4.15,swap
302,sensibilisation,hybride,mixte,intro,226,5,pause,pause,1,28,3.33,keep
302,sensibilisation,hybride,mixte,intro,226,6,cloture,speech,1,36,3.12,keep
303,atelier,en_ligne,etudiants,intro,169,1,ouverture,speech,1,33,4.53,keep
303,atelier,en_ligne,etudiants,intro,169,2,restitution,speech,1,33,3.19,add_after
303,atelier,en_ligne,etudiants,intro,169,3,icebreaker,activite,0,29,4.09,swap
303,atelier,en_ligne,etudiants,intro,169,4,atelier_principal,pratique,1,43,4.65,keep
303,atelier,en_ligne,etudiants,intro,169,5,cloture,speech,1,29,3.6,keep
304,conference,presentiel,mixte,avance,183,1,ouverture,speech,1,31,3.68,swap
304,conference,presentiel,mixte,avance,183,2,keynote,speech,1,37,3.2,keep
304,conference,presentiel,mixte,avance,183,3,intervention_invite,speech,0,34,3.44,keep
304,conference,presentiel,mixte,avance,183,4,panel,panel,0,31,4.79,keep
304,conference,presentiel,mixte,avance,183,5,pause,pause,1,21,4.23,keep
304,conference,presentiel,mixte,avance,183,6,cloture,speech,1,27,4.66,keep
305,depistage,hybride,mixte,avance,145,1,ouverture,speech,1,25,3.7,keep
305,depistage,hybride,mixte,avance,145,2,flux_depistage,pratique,1,30,3.28,keep
305,depistage,hybride,mixte,avance,145,3,pause,pause,1,15,4.98,keep
305,depistage,hybride,mixte,avance,145,4,orientation,qna,1,25,4.05,remove
305,depistage,hybride,mixte,avance,145,5,briefing,speech,1,25,3.34,keep
305,depistage,hybride,mixte,avance,145,6,cloture,speech,1,22,4.49,keep
306,atelier,hybride,etudiants,avance,207,1,ouverture,speech,1,42,3.04,keep
306,atelier,hybride,etudiants,avance,207,2,pause,pause,1,29,3.86,keep
306,atelier,hybride,etudiants,avance,207,3,restitution,speech,1,42,3.39,keep
306,atelier,hybride,etudiants,avance,207,4,atelier_principal,pratique,1,54,4.32,keep
306,atelier,hybride,etudiants,avance,207,5,cloture,speech,1,38,3.94,swap
307,formation,presentiel,professionnels,avance,182,1,ouverture,speech,1,38,3.18,swap
307,formation,presentiel,professionnels,avance,182,2,pause,pause,1,27,4.88,keep
307,formation,presentiel,professionnels,avance,182,3,etude_de_cas,atelier,0,42,4.9,keep
307,formation,presentiel,professionnels,avance,182,4,introduction,speech,1,38,3.7,keep
307,formation,presentiel,professionnels,avance,182,5,cloture,speech,1,34,4.0,add_after
308,atelier,hybride,mixte,intro,281,1,ouverture,speech,1,62,4.95,keep
308,atelier,hybride,mixte,intro,281,2,pause,pause,1,43,3.43,keep
308,atelier,hybride,mixte,intro,281,3,icebreaker,activite,0,56,4.01,keep
308,atelier,hybride,mixte,intro,281,4,restitution,speech,1,62,3.73,keep
308,atelier,hybride,mixte,intro,281,5,cloture,speech,1,56,3.88,remove
309,atelier,en_ligne,professionnels,intermediaire,200,1,ouverture,speech,1,39,4.04,keep
309,atelier,en_ligne,professionnels,intermediaire,200,2,restitution,speech,1,39,3.72,keep
309,atelier,en_ligne,professionnels,intermediaire,200,3,atelier_principal,pratique,1,50,4.44,keep
309,atelier,en_ligne,professionnels,intermediaire,200,4,icebreaker,activite,0,35,3.99,keep
309,atelier,en_ligne,professionnels,intermediaire,200,5,cloture,speech,1,35,3.91,add_after
310,sensibilisation,presentiel,mixte,intermediaire,107,1,ouverture,speech,1,19,4.34,keep
310,sensibilisation,presentiel,mixte,intermediaire,107,2,temoignage,speech,0,19,4.05,keep
310,sensibilisation,presentiel,mixte,intermediaire,107,3,stand_info,activite,0,17,3.24,keep
310,sensibilisation,presentiel,mixte,intermediaire,107,4,presentation,speech,1,19,4.39,remove
310,sensibilisation,presentiel,mixte,intermediaire,107,5,pause,pause,1,13,4.48,keep
310,sensibilisation,presentiel,mixte,intermediaire,107,6,cloture,speech,1,17,4.78,keep
311,conference,presentiel,professionnels,intro,211,1,ouverture,speech,1,35,3.71,keep
311,conference,presentiel,professionnels,intro,211,2,keynote,speech,1,42,4.9,remove
311,conference,presentiel,professionnels,intro,211,3,pause,pause,1,25,4.02,keep
311,conference,presentiel,professionnels,intro,211,4,panel,panel,0,35,3.29,keep
311,conference,presentiel,professionnels,intro,211,5,intervention_invite,speech,0,39,3.24,keep
311,conference,presentiel,professionnels,intro,211,6,cloture,speech,1,32,3.46,remove
312,formation,presentiel,mixte,intro,392,1,ouverture,speech,1,81,3.61,keep
